dataset/row	baseline output	candidate output	target	baseline AST	candidate AST	target AST	W/T/L transition
neureduce:3486	0x2 * v1 - 0x3 * v0 - ~ (v1 & v0)	0x1 + 0x2 * v1 - 0x3 * v0 + (v1 & v0)	(-0x1) * 0x3 * (v0 & ~ v1) + 0x2 * (~ v0 & v1) + 0x1	10	9	15	W→W
neureduce:3508	-~ v3 + (v0 | v1)	v3 + 0x1 + (v0 | v1)	-(~ v0 & ~ v1) + v3	7	6	8	W→W
neureduce:3518	0x3 * v0 + 0x4 * ~ v1 - 0x6 * (v0 & v1)	0x7 * ~ v1 - 0x3 * ~ (v0 ^ v1)	(-0x1) * 0x3 * ~ (v0 ^ v1) + 0x7 * ~ v1	10	9	12	W→W
neureduce:3525	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:3549	-0x5 * ~ v0 - 0x4 * (v0 & v1)	0x5 + 0x5 * v0 - 0x4 * (v0 & v1)	(-0x1) * 0x5 * (~ v0 | v1) - ~ (v0 & v1) - 0x1	8	8	15	W→W
neureduce:3593	0xa * (v0 & v2 & v1) - 0x5 * ~ (v0 ^ v2) - 0x5 * (v2 & v1)	(-0x5) * (~ v0 ^ ~ v1 & v2)	(-0x1) * 0x5 * (~ v0 ^ ~ v1 & v2)	15	8	10	L→W
neureduce:3598	0x2 * (v0 & (v1 ^ v2)) + 0x2 * (v1 ^ v2) - ~ (v3 | v4)	0x1 + 0x2 * (v0 & (v1 ^ v2)) + 0x2 * (v1 ^ v2) + (v3 | v4)	0x2 * (~ v0 & (v1 ^ v2)) + 0x4 * (v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	16	15	20	W→W
neureduce:3601	-0x2 * ~ v0 - (v0 & v1)	0x2 + 0x2 * v0 - (v0 & v1)	(-0x1) * 0x2 * (~ v0 | v1) - ~ (v0 & v1) - 0x1	8	8	15	W→W
neureduce:3603	0x4 * (v0 & v2 & v1) - 0x2 * ~ (v0 ^ v2) - 0x2 * (v2 & v1)	(-0x2) * (~ v0 ^ ~ v1 & v2)	(-0x1) * 0x2 * (~ v0 ^ ~ v1 & v2)	15	8	10	L→W
neureduce:3606	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:3611	0x7 * ~ v0 + 0xb * (v0 & v1) - 0x7 * v1	-0x7 - 0x7 * v0 - 0x7 * v1 + 0xb * (v0 & v1)	0x7 * ~ (v0 ^ v1) - 0x3 * (v0 & v1)	10	10	13	W→W
neureduce:3644	(-0x1) * ~ (v0 ^ v1)	0x1 + (v0 ^ v1)	(-0x1) * ~ (v0 ^ v1)	5	5	5	T→T
neureduce:3647	-0x4 * ((v1 ^ v2) & ~ v0) - ~ (v3 | v4)	0x1 - 0x4 * ((v1 ^ v2) & ~ v0) + (v3 | v4)	(-0x1) * 0x4 * (~ v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	13	12	14	W→W
neureduce:3656	0x2 * (v0 & v2 & v1) - ~ (v0 ^ v2) - (v2 & v1)	(-0x1) * (~ v0 ^ ~ v1 & v2)	(-0x1) * (~ v0 ^ ~ v1 & v2)	15	8	8	L→T
neureduce:3661	0x3 * (v0 & (v1 ^ v2)) - ~ (v3 | v4) - (v1 ^ v2)	0x1 + 0x3 * (v0 & (v1 ^ v2)) - (v1 ^ v2) + (v3 | v4)	-(~ v0 & (v1 ^ v2)) + 0x2 * (v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	16	15	19	W→W
neureduce:3670	~ (v0 ^ v2) - 0x2 * (v0 & v2 & v1) + (v2 & v1)	~ v0 ^ ~ v1 & v2	~ v0 ^ ~ v1 & v2	13	7	7	L→T
neureduce:3675	0x2 * ~ (v0 & (v1 ^ v2)) - (v1 ^ v2)	-0x2 - 0x2 * (v0 & (v1 ^ v2)) - (v1 ^ v2)	-(~ v0 & (v1 ^ v2)) - 0x3 * (v0 & (v1 ^ v2)) - 0x2	12	12	18	W→W
neureduce:3683	-0x4 * (v1 ^ v2) - 0x2 * ~ (v0 & (v1 ^ v2)) + (v3 & v4)	0x2 + 0x2 * (v0 & (v1 ^ v2)) - 0x4 * (v1 ^ v2) + (v3 & v4)	(-0x1) * 0x4 * (~ v0 & (v1 ^ v2)) - 0x2 * (v0 & (v1 ^ v2)) + (v3 & v4) + 0x2	15	15	22	W→W
neureduce:3703	v3 - 0x5 * (v0 & (v1 ^ v2)) - 0x2 * ~ (v1 ^ v2)	v3 + 0x2 + 0x2 * (v1 ^ v2) - 0x5 * (v0 & (v1 ^ v2))	0x2 * (~ v0 & (v1 ^ v2)) - 0x3 * (v0 & (v1 ^ v2)) + v3 + 0x2	13	13	19	W→W
neureduce:3707	0x3 * (v0 | v1) - ~ v3	v3 + 0x1 + 0x3 * (v0 | v1)	(-0x1) * 0x3 * (~ v0 & ~ v1) + v3 - 0x2	8	7	12	W→W
neureduce:3712	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:3714	0x4 * (v1 ^ v2) - 0x2 * (v0 & (v1 ^ v2)) - ~ (v3 & v4)	0x1 + 0x4 * (v1 ^ v2) - 0x2 * (v0 & (v1 ^ v2)) + (v3 & v4)	0x4 * (~ v0 & (v1 ^ v2)) + 0x2 * (v0 & (v1 ^ v2)) + (v3 & v4) + 0x1	16	15	20	W→W
neureduce:3732	(-0x1) * ~ v1	0x1 + v1	(-0x1) * ~ v1	3	3	3	T→T
neureduce:3737	-0x7 * ~ (v0 | v1) - v3	0x7 + 0x7 * (v0 | v1) - v3	(-0x1) * 0x7 * (~ v0 & ~ v1) - v3	8	8	11	W→W
neureduce:3742	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:3773	0x7 * ~ v1 + 0xc * (v0 & v1) - 0x6 * v0	~ v1 + 0x6 * ~ (v0 ^ v1)	0x6 * ~ (v0 ^ v1) + ~ v1	10	8	9	L→W
neureduce:3798	0x2 * (v1 & v2) + 0x4 * ~ (v1 & v2 & v0) - 0x2 * (v2 ^ v0)	-0x4 + 0x2 * (v1 & v2) - 0x4 * (v1 & v2 & v0) - 0x2 * (v2 ^ v0)	0x2 * (~ v0 ^ ~ v1 & v2) - 0x2	15	15	12	L→L
neureduce:3804	(-0x1) * ~ (v0 ^ v1)	0x1 + (v0 ^ v1)	(-0x1) * ~ (v0 ^ v1)	5	5	5	T→T
neureduce:3808	0x2 * ~ v0 + 0x4 * (v0 & v1) - v1	-0x2 - 0x2 * v0 - v1 + 0x4 * (v0 & v1)	0x2 * ~ (v0 ^ v1) - ~ v1 - 0x1	10	10	12	W→W
neureduce:3818	-0x3 * (v1 ^ v2) - ~ (v0 & (v1 ^ v2)) + (v3 | v4)	0x1 - 0x3 * (v1 ^ v2) + (v0 & (v1 ^ v2)) + (v3 | v4)	(-0x1) * 0x3 * (~ v0 & (v1 ^ v2)) - 0x2 * (v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	15	14	22	W→W
neureduce:3829	-0x3 * (v1 ^ v2) - ~ v3 + (v0 & (v1 ^ v2))	v3 + 0x1 - 0x3 * (v1 ^ v2) + (v0 & (v1 ^ v2))	(-0x1) * 0x3 * (~ v0 & (v1 ^ v2)) - 0x2 * (v0 & (v1 ^ v2)) + v3 + 0x1	13	12	20	W→W
neureduce:3833	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:3888	0x2 * (v0 & v2 & v1) - ~ (v0 ^ v2) - (v2 & v1)	(-0x1) * (~ v0 ^ ~ v1 & v2)	(-0x1) * (~ v0 ^ ~ v1 & v2)	15	8	8	L→T
neureduce:3906	(-0x1) * ~ (v0 & v1)	0x1 + (v0 & v1)	(-0x1) * ~ (v0 & v1)	5	5	5	T→T
neureduce:3912	0x7 * ~ v1 + 0x8 * (v0 & v1) - 0x4 * v0	0x3 * ~ v1 + 0x4 * ~ (v0 ^ v1)	0x4 * ~ (v0 ^ v1) + 0x3 * ~ v1	10	9	11	W→W
neureduce:3924	0x2 * ~ (v1 ^ v2) + 0x3 * (v0 & (v1 ^ v2)) + (v3 | v4)	-0x2 + 0x3 * (v0 & (v1 ^ v2)) - 0x2 * (v1 ^ v2) + (v3 | v4)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) + (v0 & (v1 ^ v2)) + (v3 | v4) - 0x2	15	15	20	W→W
neureduce:3947	0x4 * (v0 & (v1 ^ v2)) - 0x5 * (v1 ^ v2) - ~ (v3 & v4)	0x1 + 0x4 * (v0 & (v1 ^ v2)) - 0x5 * (v1 ^ v2) + (v3 & v4)	(-0x1) * 0x5 * (~ v0 & (v1 ^ v2)) - (v0 & (v1 ^ v2)) + (v3 & v4) + 0x1	16	15	20	W→W
neureduce:3950	0x4 * (v0 & v2 & v1) - 0x2 * ~ (v0 ^ v2) - 0x2 * (v2 & v1)	(-0x2) * (~ v0 ^ ~ v1 & v2)	(-0x1) * 0x2 * (~ v0 ^ ~ v1 & v2)	15	8	10	L→W
neureduce:3971	-~ (v3 & v4) + (v0 | v1)	0x1 + (v3 & v4) + (v0 | v1)	-(~ v0 & ~ v1) + (v3 & v4)	9	8	10	W→W
neureduce:4031	0xc * ~ v0 + 0x10 * (v0 & v1) - 0x4 * v1	-0xc - 0xc * v0 - 0x4 * v1 + 0x10 * (v0 & v1)	0x4 * ~ (v0 ^ v1) + 0x8 * ~ (v0 & ~ v1)	10	10	14	W→W
neureduce:4045	-0x2 * (v1 ^ v2) - ~ (v0 & (v1 ^ v2))	0x1 - 0x2 * (v1 ^ v2) + (v0 & (v1 ^ v2))	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) - (v0 & (v1 ^ v2)) + 0x1	12	11	17	W→W
neureduce:4052	0x4 * ~ v1 + 0x6 * (v0 & v1) - 0x3 * v0	~ v1 + 0x3 * ~ (v0 ^ v1)	0x3 * ~ (v0 ^ v1) + ~ v1	10	8	9	L→W
neureduce:4071	-0x5 * (v2 | v0 | v1) - ~ (v3 & v4)	0x1 - 0x5 * (v2 | v0 | v1) + (v3 & v4)	(-0x1) * 0x5 * (v0 | v1 | v2) + (v3 & v4) + 0x1	11	10	12	W→W
neureduce:4078	0x2 * ~ (v0 | v1) - (v3 | v4)	-0x2 - 0x2 * (v0 | v1) - (v3 | v4)	0x2 * (~ v0 & ~ v1) - (v3 | v4)	10	10	12	W→W
neureduce:4085	0x4 * (v0 & (v1 ^ v2)) - ~ (v3 | v4) - (v1 ^ v2)	0x1 + 0x4 * (v0 & (v1 ^ v2)) - (v1 ^ v2) + (v3 | v4)	-(~ v0 & (v1 ^ v2)) + 0x3 * (v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	16	15	19	W→W
neureduce:4093	0x3 * (v0 & (v1 ^ v2)) - ~ v3 + (v1 ^ v2)	v3 + 0x1 + 0x3 * (v0 & (v1 ^ v2)) + (v1 ^ v2)	(~ v0 & (v1 ^ v2)) + 0x4 * (v0 & (v1 ^ v2)) + v3 + 0x1	13	12	16	W→W
neureduce:4107	0x2 * (v1 ^ v2) + 0x5 * (v0 & (v1 ^ v2)) - ~ (v3 | v4)	0x1 + 0x2 * (v1 ^ v2) + 0x5 * (v0 & (v1 ^ v2)) + (v3 | v4)	0x2 * (~ v0 & (v1 ^ v2)) + 0x7 * (v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	16	15	20	W→W
neureduce:4119	(-0x1) * ~ v0	0x1 + v0	v0 + 0x1	3	3	3	T→T
neureduce:4123	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:4136	(-0x1) * ~ v1	0x1 + v1	v1 + 0x1	3	3	3	T→T
neureduce:4141	(-0x1) * ~ v0	0x1 + v0	v0 + 0x1	3	3	3	T→T
neureduce:4146	0xa * (v0 & (v1 ^ v2)) - 0x3 * (v1 ^ v2) - ~ (v3 | v4)	0x1 + 0xa * (v0 & (v1 ^ v2)) - 0x3 * (v1 ^ v2) + (v3 | v4)	(-0x1) * 0x3 * (~ v0 & (v1 ^ v2)) + 0x7 * (v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	16	15	21	W→W
neureduce:4165	-0x3 * v1 - ~ v0	0x1 + v0 - 0x3 * v1	v0 - 0x3 * v1 + 0x1	6	5	7	W→W
neureduce:4169	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:4186	0x1 - (v1 & ~ v0)	0x1 - v1 + (v1 & v0)	-(~ v0 & v1) + 0x1	7	7	7	T→T
neureduce:4187	v3 + 0x4 * ~ (v0 | v1)	v3 - 0x4 - 0x4 * (v0 | v1)	0x4 * (~ v0 & ~ v1) + v3	7	7	9	W→W
neureduce:4192	-0x2 * (v1 ^ v2) - ~ v3	v3 + 0x1 - 0x2 * (v1 ^ v2)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) - 0x2 * (v0 & (v1 ^ v2)) + v3 + 0x1	8	7	20	W→W
neureduce:4197	-0x4 * (v0 & (v1 ^ v2)) - 0x3 * (v1 ^ v2) - ~ v3	v3 + 0x1 - 0x4 * (v0 & (v1 ^ v2)) - 0x3 * (v1 ^ v2)	(-0x1) * 0x3 * (~ v0 & (v1 ^ v2)) - 0x7 * (v0 & (v1 ^ v2)) + v3 + 0x1	14	13	20	W→W
neureduce:4199	-0x5 * ~ (v0 | v1) - (v3 | v4)	0x5 + 0x5 * (v0 | v1) - (v3 | v4)	(-0x1) * 0x5 * (~ v0 & ~ v1) - (v3 | v4)	10	10	13	W→W
neureduce:4214	0x2 * ~ v1 + 0xe * (v0 & v1) - 0x7 * v0	0x7 * ~ (v0 ^ v1) - 0x5 * ~ v1	0x7 * ~ (v0 ^ v1) - 0x5 * ~ v1	10	9	12	W→W
neureduce:4257	0x6 * ~ v0 - 0x6 * v1 + (v0 & v1)	-0x6 - 0x6 * v0 - 0x6 * v1 + (v0 & v1)	(-0x1) * 0x5 * (v0 & v1) + 0x6 * ~ (v0 | v1)	9	9	13	W→W
neureduce:4267	v3 - 0x2 * ~ (v0 | v1)	v3 + 0x2 + 0x2 * (v0 | v1)	(-0x1) * 0x2 * (~ v0 & ~ v1) + v3	7	7	10	W→W
neureduce:4274	(-0x1) * ~ v0	0x1 + v0	v0 + 0x1	3	3	3	T→T
neureduce:4287	-0x5 * ~ v0 - 0x3 * v1 - 0x2 * (v0 & v1)	0x5 + 0x5 * v0 - 0x3 * v1 - 0x2 * (v0 & v1)	(-0x1) * 0x5 * ~ (v0 ^ v1) - 0x8 * ~ (v0 | ~ v1)	10	10	16	W→W
neureduce:4324	-0x7 * (v0 & (v1 ^ v2)) - 0x2 * ~ (v1 ^ v2) - (v3 | v4)	0x2 + 0x2 * (v1 ^ v2) - 0x7 * (v0 & (v1 ^ v2)) - (v3 | v4)	0x2 * (~ v0 & (v1 ^ v2)) - 0x5 * (v0 & (v1 ^ v2)) - (v3 | v4) + 0x2	16	16	22	W→W
neureduce:4349	0xe * ~ v1 + 0x10 * (v0 & v1) - 0x8 * v0	0x6 * ~ v1 + 0x8 * ~ (v0 ^ v1)	0x8 * ~ (v0 ^ v1) + 0x6 * ~ v1	10	9	11	W→W
neureduce:4351	0x2 * (v1 ^ v2) - 0x6 * (v0 & (v1 ^ v2)) - ~ v3	v3 + 0x1 + 0x2 * (v1 ^ v2) - 0x6 * (v0 & (v1 ^ v2))	0x2 * (~ v0 & (v1 ^ v2)) - 0x4 * (v0 & (v1 ^ v2)) + v3 + 0x1	14	13	19	W→W
neureduce:4361	0x9 * ~ v0 + 0xa * (v0 & v1) - 0x9 * v1	-0x9 - 0x9 * v0 - 0x9 * v1 + 0xa * (v0 & v1)	0x8 * ~ (v0 | v1) + 0x1 * ~ (v0 ^ v1)	10	10	13	W→W
neureduce:4371	0x2 * ~ (v0 & (v1 ^ v2)) - 0x2 * (v1 ^ v2) + (v3 & v4)	-0x2 - 0x2 * (v0 & (v1 ^ v2)) - 0x2 * (v1 ^ v2) + (v3 & v4)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) - 0x4 * (v0 & (v1 ^ v2)) + (v3 & v4) - 0x2	15	15	23	W→W
neureduce:4408	0xa * (v0 & ~ v1) - 0x5 * ~ v1	0x5 + 0x5 * v1 + 0xa * (v0 & ~ v1)	0x5 * (v0 & ~ v1) - 0x5 * ~ (v0 | v1)	9	9	14	W→W
neureduce:4414	-v1 - ~ v0	0x1 + v0 - v1	v0 - v1 + 0x1	6	5	5	L→T
neureduce:4419	(-0x1) * ~ (v0 ^ v1)	0x1 + (v0 ^ v1)	(-0x1) * ~ (v0 ^ v1)	5	5	5	T→T
neureduce:4421	0x2 * ~ (v1 ^ v2) + 0x6 * (v0 & (v1 ^ v2))	-0x2 + 0x6 * (v0 & (v1 ^ v2)) - 0x2 * (v1 ^ v2)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) + 0x4 * (v0 & (v1 ^ v2)) - 0x2	12	12	19	W→W
neureduce:4447	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:4461	0x2 * ~ v2 - (v3 & v4)	-0x2 - 0x2 * v2 - (v3 & v4)	(-0x1) * 0x2 * v2 - (v3 & v4) - 0x2	8	8	11	W→W
neureduce:4486	(-0x1) * ~ v1	0x1 + v1	(-0x1) * ~ v1	3	3	3	T→T
neureduce:4492	-0x3 * ~ (v0 | v1) + (v3 & v4)	0x3 + 0x3 * (v0 | v1) + (v3 & v4)	(-0x1) * 0x3 * (~ v0 & ~ v1) + (v3 & v4)	9	9	12	W→W
neureduce:4494	~ (v0 ^ v2) - 0x2 * (v0 & v2 & v1) + (v2 & v1)	~ v0 ^ ~ v1 & v2	~ v0 ^ ~ v1 & v2	13	7	7	L→T
neureduce:4503	0xf * ~ v1 + 0x12 * (v0 & v1) - 0x9 * v0	0x6 * ~ v1 + 0x9 * ~ (v0 ^ v1)	0x6 * ~ v1 + 0x9 * ~ (v0 ^ v1)	10	9	11	W→W
neureduce:4508	-0x6 * (v0 & (v1 ^ v2)) - v3 - ~ (v1 ^ v2)	0x1 - 0x6 * (v0 & (v1 ^ v2)) - v3 + (v1 ^ v2)	(~ v0 & (v1 ^ v2)) - 0x5 * (v0 & (v1 ^ v2)) - v3 + 0x1	14	13	18	W→W
neureduce:4510	-0x5 * (v1 ^ v2) - ~ (v0 & (v1 ^ v2)) + (v3 | v4)	0x1 - 0x5 * (v1 ^ v2) + (v0 & (v1 ^ v2)) + (v3 | v4)	(-0x1) * 0x5 * (~ v0 & (v1 ^ v2)) - 0x4 * (v0 & (v1 ^ v2)) + (v3 | v4) + 0x1	15	14	22	W→W
neureduce:4517	0x5 * ~ v0 + 0xa * v1 - 0x5 * (v1 & v0)	-0x5 + 0xa * v1 - 0x5 * v0 - 0x5 * (v1 & v0)	0x5 * ~ (v0 & ~ v1) + 0xa * ~ (v0 | ~ v1)	10	10	15	W→W
neureduce:4531	(-0x1) * ~ v0	0x1 + v0	v0 + 0x1	3	3	3	T→T
neureduce:4570	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:4575	0x2 * ~ (v1 ^ v2) - 0x8 * (v0 & (v1 ^ v2))	-0x2 - 0x8 * (v0 & (v1 ^ v2)) - 0x2 * (v1 ^ v2)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) - 0xa * (v0 & (v1 ^ v2)) - 0x2	12	12	20	W→W
neureduce:4603	0x6 * (v0 & v2 & v1) - 0x3 * ~ (v0 ^ v2) - 0x3 * (v2 & v1)	(-0x3) * (~ v0 ^ ~ v1 & v2)	(-0x1) * 0x3 * (~ v0 ^ ~ v1 & v2)	15	8	10	L→W
neureduce:4608	0x2 * ~ v1 + 0xe * (v0 & v1) - 0x7 * v0	0x7 * ~ (v0 ^ v1) - 0x5 * ~ v1	0x7 * ~ (v0 ^ v1) - 0x5 * ~ v1	10	9	12	W→W
neureduce:4620	-0xb * (v0 & (v1 ^ v2)) - 0x2 * ~ (v1 ^ v2) - (v3 | v4)	0x2 + 0x2 * (v1 ^ v2) - 0xb * (v0 & (v1 ^ v2)) - (v3 | v4)	0x2 * (~ v0 & (v1 ^ v2)) - 0x9 * (v0 & (v1 ^ v2)) - (v3 | v4) + 0x2	16	16	22	W→W
neureduce:4646	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:4650	v3 + 0x2 * ~ (v0 | v1)	v3 - 0x2 - 0x2 * (v0 | v1)	0x2 * (~ v0 & ~ v1) + v3	7	7	9	W→W
neureduce:4674	-0x1 - v0 - v1 + (v0 & v1) - v2 + (v0 & v2) + (v1 & v2) - (v0 & v1 & v2) - v3 - v4 + (v3 & v4)	~ (v2 | v0 | v1) - (v3 | v4)	-(v0 | v1 | v2) - (v3 | v4) - 0x1	29	10	12	L→W
neureduce:4687	0x2 * (~ v1 | v0) - v0	~ v1 + ~ (v0 ^ v1)	~ (v0 ^ v1) + ~ v1	8	7	7	L→T
neureduce:4701	(-0x1) * ~ (v0 ^ v1)	0x1 + (v0 ^ v1)	(-0x1) * ~ (v0 ^ v1)	5	5	5	T→T
neureduce:4703	-0x6 - 0x4 * v0 - (v1 & ~ v0)	-0x6 - 0x4 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) + 0x4 * ~ v0 - 0x1	9	9	11	W→W
neureduce:4709	-0x5 * (v0 & (v1 ^ v2)) - 0x2 * ~ (v1 ^ v2)	0x2 + 0x2 * (v1 ^ v2) - 0x5 * (v0 & (v1 ^ v2))	0x2 * (~ v0 & (v1 ^ v2)) - 0x3 * (v0 & (v1 ^ v2)) + 0x2	12	12	18	W→W
neureduce:4711	-~ v3 - ((v1 ^ v2) & ~ v0)	v3 + 0x1 - ((v1 ^ v2) & ~ v0)	-(~ v0 & (v1 ^ v2)) + v3 + 0x1	11	10	10	L→T
neureduce:4723	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:4725	0x3 * v1 - 0x3 * ~ v0 - 0x2 * (v0 & v1)	0x3 + 0x3 * v0 + 0x3 * v1 - 0x2 * (v0 & v1)	(-0x1) * 0x3 * ~ (v0 ^ v1) + 0x4 * (v0 & v1)	10	10	13	W→W
neureduce:4732	v3 + 0x3 * ~ (v0 | v1)	v3 - 0x3 - 0x3 * (v0 | v1)	0x3 * (~ v0 & ~ v1) + v3	7	7	9	W→W
neureduce:4752	-~ (v0 | v1) - (v3 | v4)	0x1 - (v3 | v4) + (v0 | v1)	-(~ v0 & ~ v1) - (v3 | v4)	10	9	11	W→W
neureduce:4768	-0x5 * (v0 & (v1 ^ v2)) - ~ (v1 ^ v2)	0x1 - 0x5 * (v0 & (v1 ^ v2)) + (v1 ^ v2)	(~ v0 & (v1 ^ v2)) - 0x4 * (v0 & (v1 ^ v2)) + 0x1	12	11	16	W→W
neureduce:4787	0x4 * (v1 ^ v2) - 0x5 * (v0 & (v1 ^ v2)) - ~ v3	v3 + 0x1 + 0x4 * (v1 ^ v2) - 0x5 * (v0 & (v1 ^ v2))	0x4 * (~ v0 & (v1 ^ v2)) - (v0 & (v1 ^ v2)) + v3 + 0x1	14	13	17	W→W
neureduce:4797	0x4 * ~ v0 - (v1 & ~ v0)	-0x4 - 0x4 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) + 0x4 * ~ v0 + 0x1	9	9	10	W→W
neureduce:4815	0x6 * (v1 & v0) - 0x8 * v0 - 0x2 * ~ v1	0x2 + 0x2 * v1 - 0x8 * v0 + 0x6 * (v1 & v0)	(-0x1) * 0x2 * (v0 | ~ v1) - 0x8 * (v0 & ~ v1)	10	10	15	W→W
neureduce:4834	-0x2 * (v1 ^ v2) - ~ (v0 & (v1 ^ v2))	0x1 - 0x2 * (v1 ^ v2) + (v0 & (v1 ^ v2))	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) - (v0 & (v1 ^ v2)) + 0x1	12	11	17	W→W
neureduce:4858	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:4872	0x6 * (v0 & v1) + 0x8 * ~ v1	-0x8 - 0x8 * v1 + 0x6 * (v0 & v1)	(-0x1) * 0x2 * (v0 & v1) + 0x8 * (v0 | ~ v1)	8	8	13	W→W
neureduce:4878	0x1 - (v1 & ~ v0)	0x1 - v1 + (v1 & v0)	-(~ v0 & v1) + 0x1	7	7	7	T→T
neureduce:4890	0x2 * ~ (v0 | v1) + (v3 & v4)	-0x2 - 0x2 * (v0 | v1) + (v3 & v4)	0x2 * (~ v0 & ~ v1) + (v3 & v4)	9	9	11	W→W
neureduce:4902	(-0x1) * ~ v1	0x1 + v1	v1 + 0x1	3	3	3	T→T
neureduce:4907	0x1 - (v0 & ~ v1)	0x1 - v0 + (v0 & v1)	-(v0 & ~ v1) + 0x1	7	7	7	T→T
neureduce:4918	-0x3 * (v0 & (v1 ^ v2)) - ~ (v3 & v4) + (v1 ^ v2)	0x1 - 0x3 * (v0 & (v1 ^ v2)) + (v3 & v4) + (v1 ^ v2)	(~ v0 & (v1 ^ v2)) - 0x2 * (v0 & (v1 ^ v2)) + (v3 & v4) + 0x1	15	14	19	W→W
neureduce:4926	-~ v3 - (v2 | v0 | v1)	v3 + 0x1 - (v2 | v0 | v1)	-(v0 | v1 | v2) + v3 + 0x1	9	8	8	L→T
neureduce:4946	(-0x1) * ~ (v0 | v1)	0x1 + (v0 | v1)	(-0x1) * (~ v0 & ~ v1)	5	5	6	W→W
neureduce:4957	-0x2 * (v1 ^ v2) - ~ (v0 & (v1 ^ v2)) + (v3 & v4)	0x1 - 0x2 * (v1 ^ v2) + (v0 & (v1 ^ v2)) + (v3 & v4)	(-0x1) * 0x2 * (~ v0 & (v1 ^ v2)) - (v0 & (v1 ^ v2)) + (v3 & v4) + 0x1	15	14	20	W→W
neureduce:4960	-0x3 * ~ (v0 | v1) - (v3 & v4)	0x3 + 0x3 * (v0 | v1) - (v3 & v4)	(-0x1) * 0x3 * (~ v0 & ~ v1) - (v3 & v4)	10	10	13	W→W
neureduce:4972	-0x2 * ~ v0 - (v1 & ~ v0)	0x2 + 0x2 * v0 - v1 + (v0 & v1)	(v0 | ~ v1) - 0x2 * ~ v0 + 0x1	9	9	11	W→W
neureduce:4977	0x10 * (v0 & ~ v1) - 0xa * ~ v1	0xa + 0xa * v1 + 0x10 * (v0 & ~ v1)	0x6 * (v0 & ~ v1) - 0xa * ~ (v0 | v1)	9	9	14	W→W
neureduce:4994	-0x7 * (v1 ^ v2) - ~ (v0 & (v1 ^ v2))	0x1 - 0x7 * (v1 ^ v2) + (v0 & (v1 ^ v2))	(-0x1) * 0x7 * (~ v0 & (v1 ^ v2)) - 0x6 * (v0 & (v1 ^ v2)) + 0x1	12	11	19	W→W
neureduce:5007	0xa * (v0 & v2 & v1) - 0x5 * ~ (v0 ^ v2) - 0x5 * (v2 & v1)	(-0x5) * (~ v0 ^ ~ v1 & v2)	(-0x1) * 0x5 * (~ v0 ^ ~ v1 & v2)	15	8	10	L→W
neureduce:5020	-0x3 * (v2 | v0 | v1) - ~ v3	v3 + 0x1 - 0x3 * (v2 | v0 | v1)	(-0x1) * 0x3 * (v0 | v1 | v2) + v3 + 0x1	9	8	10	W→W
